หลักทรัพย์,บริษัท,ตลาด,กลุ่มอุตสาหกรรม,หมวดธุรกิจ,ที่อยู่,รหัสไปรษณีย์,โทรศัพท์,โทรสาร,เว๊บไซต์
TPIPL,บริษัท ทีพีไอ โพลีน จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,วัสดุก่อสร้าง,26/56 ถนนจันทน์ตัดใหม่ แขวงทุ่งมหาเมฆ เขตสาทร กทม.,10120,"0-2213-1039-49, 0-2285-5090-9","0-2213-1035, 0-2213-1038",http://www.tpipolene.co.th
TPIPP,บริษัท ทีพีไอ โพลีน เพาเวอร์ จำกัด (มหาชน),SET,ทรัพยากร,พลังงานและสาธารณูปโภค,เลขที่ 26/56 ถนนจันทน์ตัดใหม่ แขวงทุ่งมหาเมฆ เขตสาทร กทม.,10120,"0-2285-5090-9, 0-2213-1039",0-2213-1035,www.tpipolenepower.co.th
TPLAS,บริษัท ไทยอุตสาหกรรมพลาสติก (1994) จำกัด (มหาชน),mai,สินค้าอุตสาหกรรม,-,เลขที่ 53/11 หมู่ที่ 4 ถนนกาญจนาภิเษก ตำบลบางแม่นาง อำเภอบางใหญ่ นนทบุรี,11140,0-2191-8288-9,0-2191-8290,http://www.tpic.co.th
TPOLY,บริษัท ไทยโพลีคอนส์ จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,บริการรับเหมาก่อสร้าง,"2,4 ซ.ประเสริฐมนูกิจ 29 แยก 8 ถนนประเสริฐมนูกิจ แขวงจรเข้บัว เขตลาดพร้าว กทม.",10230,"0-2942-6491-6, 0-2943-2930-8",0-2942-6497-8,www.thaipolycons.co.th
TPP,บริษัท ไทยบรรจุภัณฑ์และการพิมพ์ จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,บรรจุภัณฑ์,9/9 หมู่ 6 ถนนกิ่งแก้ว ตำบลราชาเทวะ อำเภอบางพลี สมุทรปราการ,10540,"0-2175-2201-8, 0-2175-2210-6","0-2175-2209, 0-2175-2218",www.tpppack.com
TPRIME,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าไทยแลนด์ ไพร์ม พร็อพเพอร์ตี้,SET,อสังหาริมทรัพย์และก่อสร้าง,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,388 อาคารเอ็กเชน ทาวเวอร์ ชั้น 17 ห้อง 1701-2 ถนนสุขุมวิท แขวงคลองเตย เขตคลองเตย กทม.,10110,0-2258-4515,0-2258-4519,www.tprimereit.com
TPS,บริษัท เดอะแพรคทิเคิลโซลูชั่น จำกัด (มหาชน),mai,เทคโนโลยี,-,เลขที่ 99 ซอยซิเมนต์ไทย ถนนรัชดาภิเษก แขวงลาดยาว เขตจตุจักร กทม.,10900,0-2112-9999,0-2112-9998,https://www.thepractical.co.th
TQM,บริษัท ทีคิวเอ็ม คอร์ปอเรชั่น จำกัด (มหาชน),SET,ธุรกิจการเงิน,ประกันภัยและประกันชีวิต,123 ถนนลาดปลาเค้า แขวงจรเข้บัว เขตลาดพร้าว กทม.,10230,0-2119-8888,0-2119-9000,www.tqmcorp.co.th
TQR,บริษัท ที คิว อาร์ จำกัด (มหาชน),mai,ธุรกิจการเงิน,-,46/7 อาคารรุ่งโรจน์ธนกุล ชั้น 8 ถนนรัชดาภิเษก แขวงห้วยขวาง เขตห้วยขวาง กทม.,10310,0-2150-8560,0-2150-8563,https://www.tqr.co.th
TR,บริษัท ไทยเรยอน จำกัด (มหาชน),SET,สินค้าอุปโภคบริโภค,แฟชั่น,"อาคารมหาทุนพลาซ่า ชั้น 16, 888/160-161 ถนนเพลินจิต แขวงลุมพินี เขตปทุมวัน กทม.",10330,0-2253-6745-54,"0-2254-3181, 0-2254-5472",www.thairayon.com
TRC,บริษัท ทีอาร์ซี คอนสตรัคชั่น จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,บริการรับเหมาก่อสร้าง,เลขที่ 8 ซอยสุขาภิบาล 5 ซอย 32 แขวงท่าแร้ง เขตบางเขน กทม.,10220,0-2022-7777,0-2022-7788,www.trc-con.com
TRITN,บริษัท ไทรทัน โฮลดิ้ง จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,บริการรับเหมาก่อสร้าง,เลขที่ 60 ซอยประดิษฐ์มนูธรรม 19 ถนนประดิษฐ์มนูธรรม แขวงลาดพร้าว เขตลาดพร้าว กทม.,10230,0-2553-5000,0-2553-5091,www.triton.co.th
TRT,บริษัท ถิรไทย จำกัด (มหาชน),mai,ทรัพยากร,-,"นิคมอุตสาหกรรมบางปู, 516/1 หมู่ 4 ถนนสุขุมวิท ตำบลแพรกษา อำเภอเมือง สมุทรปราการ",10280,"0-2709-4499, 0-2323-0818, 0-2709-3237-8","0-2323-0910, 0-2709-3236",www.tirathai.co.th
TRU,บริษัท ไทยรุ่งยูเนียนคาร์ จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,ยานยนต์,304 ถนนมาเจริญ แขวงหนองค้างพลู เขตหนองแขม กทม.,10160,"0-2420-0076, 0-2431-0065, 0-2431-0071-2","0-2812-0844, 0-2420-3664, 0-2814-5030",http://www.thairung.co.th
TRUBB,บริษัท ไทยรับเบอร์ลาเท็คซ์กรุ๊ป จำกัด (มหาชน),SET,เกษตรและอุตสาหกรรมอาหาร,ธุรกิจการเกษตร,99/1-3 หมู่ 13 กฤษดานคร 21 ถนนบางนา-ตราด กม.7 ตำบลบางแก้ว อำเภอบางพลี สมุทรปราการ,10540,"0-2033-2333, 0-2033-2300-88",0-2033-2389-99,www.thaitex.com
TRUE,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน),SET,เทคโนโลยี,เทคโนโลยีสารสนเทศและการสื่อสาร,"อาคารทรูทาวเวอร์, 18 ถนนรัชดาภิเษก เขตห้วยขวาง กทม.",10310,0-2859-1111,0-2859-9134,http://www.truecorp.co.th
TSC,บริษัท ไทยสตีลเคเบิล จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,ยานยนต์,เลขที่ 700/737 หมู่ที่ 1 ตำบลพานทอง อำเภอพานทอง ชลบุรี,20160,0-3844-7200-21,0-3844-7259-60,http://www.thaisteelcable.com
TSE,บริษัท ไทย โซล่าร์ เอ็นเนอร์ยี่ จำกัด (มหาชน),SET,ทรัพยากร,พลังงานและสาธารณูปโภค,725 อาคารเมโทรโพลิศ ชั้น 19 ถนนสุขุมวิท แขวงคลองตันเหนือ เขตวัฒนา กทม.,10110,0-2258-4530-3,0-2258-4534,http://www.thaisolarenergy.com
TSF,บริษัท ทรีซิกตี้ไฟว์ จำกัด (มหาชน),mai,บริการ,-,เลขที่ 1555 ซอยลาดพร้าว 94 (ปัญจมิตร) แขวงพลับพลา เขตวังทองหลาง กทม.,10310,0-2957-5532-3,0-2957-5532-4,www.365pcl.com
TSI,บริษัท ไทยเศรษฐกิจประกันภัย จำกัด (มหาชน),SET,ธุรกิจการเงิน,ประกันภัยและประกันชีวิต,เลขที่ 87 เอ็ม.ไทย ทาวเวอร์ ออลซีซั่นส์ เพลส ชั้น15 ห้องเลขที่ 1 และ 4-6 ถนนวิทยุ แขวงลุมพินี เขตปทุมวัน กทม.,10330,0-2853-8888,0-2853-8889,www.tsi.co.th
TSR,บริษัท เธียรสุรัตน์ จำกัด (มหาชน),SET,สินค้าอุปโภคบริโภค,ของใช้ในครัวเรือนและสำนักงาน,43/9 หมู่ที่ 7 ซอยชูชาติอนุสรณ์ 4 ตำบลบางตลาด อำเภอปากเกร็ด นนทบุรี,11120,0-2819-8899,0-2962-6675,https://www.tsrplc.com
